category,subcategory,name,specification,text message,option 1,option 2,option 3,option 4,option 5,option 6,option 7,option 8,option 9,option 10,name of flow,flow id,node id
Content,Relax,CheckIn,Loving Kindness,Hi! How are you feeling?,Great,Okay,Bad,,,,,,,,PLH - Content - Relax - CheckIn - Loving Kindness,42642986-0774-45f1-94dc-d90b004e497d,b412393e-da37-4c02-92c1-6734800f51a6
Content,Relax,CheckIn,Loving Kindness,"Sorry, I don't understand what you mean.",,,,,,,,,,,PLH - Content - Relax - CheckIn - Loving Kindness,42642986-0774-45f1-94dc-d90b004e497d,62734919-423f-4cc0-bc29-94362aa0221f
Content,Relax,CheckIn,Loving Kindness,Sorry to hear that you are not having a good day. It is completely normal to be going through a difficult time now. Remember that you are not alone.,,,,,,,,,,,PLH - Content - Relax - CheckIn - Loving Kindness,42642986-0774-45f1-94dc-d90b004e497d,37ed99e4-7223-4cd9-8ec9-8c937fdd35e1
Content,Relax,CheckIn,Loving Kindness,So good to hear that you are doing well. What a wonderful feeling!,,,,,,,,,,,PLH - Content - Relax - CheckIn - Loving Kindness,42642986-0774-45f1-94dc-d90b004e497d,4312dc2c-9287-4ab5-93da-527f18ae094d
Content,Relax,CheckIn,Loving Kindness,Sometimes we're up. Sometimes we're down. And sometimes we are neither up nor down...and that's totally okay!,,,,,,,,,,,PLH - Content - Relax - CheckIn - Loving Kindness,42642986-0774-45f1-94dc-d90b004e497d,05b9a312-33c5-4394-86df-e1ef5be92942
Content,Relax,CheckIn,Loving Kindness,Here's a video to help you get through the day!,,,,,,,,,,,PLH - Content - Relax - CheckIn - Loving Kindness,42642986-0774-45f1-94dc-d90b004e497d,ada0a741-5a44-4db8-b107-b8d9ded444cc
Content,Relax,CheckIn,Loving Kindness,Here's an audio message to help you get through the day!,,,,,,,,,,,PLH - Content - Relax - CheckIn - Loving Kindness,42642986-0774-45f1-94dc-d90b004e497d,d5169391-c88e-4e05-afe6-cdbc1480148f
Content,Relax,CheckIn,Loving Kindness,Here is a short activity that can help when you are feeling like needing some more support to get through the day.,,,,,,,,,,,PLH - Content - Relax - CheckIn - Loving Kindness,42642986-0774-45f1-94dc-d90b004e497d,a99aa573-15e0-4e01-b316-3f417378418c
Content,Relax,CheckIn,Loving Kindness,Recognise what is happening for you in this moment. What are you thinking? Are your thoughts positive or negative. How do you feel? Do you feel pleasant or unpleasant? How does your body feel? Do you feel tense or relaxed?,,,,,,,,,,,PLH - Content - Relax - CheckIn - Loving Kindness,42642986-0774-45f1-94dc-d90b004e497d,eea4ac6c-110c-4586-aab1-c995d85b69cd
Content,Relax,CheckIn,Loving Kindness,Sit comfortably and close your eyes. Connect to your heart in a kind and gentle way. You may want to place one hand on your heart or chest. Say the following words silently to yourself:,,,,,,,,,,,PLH - Content - Relax - CheckIn - Loving Kindness,42642986-0774-45f1-94dc-d90b004e497d,2d3b2e8b-309c-4754-beee-c727193652f1
Content,Relax,CheckIn,Loving Kindness,Take a moment to reflect on your experience. Notice if you feel any different.,,,,,,,,,,,PLH - Content - Relax - CheckIn - Loving Kindness,42642986-0774-45f1-94dc-d90b004e497d,cefe714e-a6fa-46c3-9621-d4af97d6bc5f
Content,Relax,CheckIn,Loving Kindness,"May I be peaceful.
May I be safe.
May I be healthy.",,,,,,,,,,,PLH - Content - Relax - CheckIn - Loving Kindness,42642986-0774-45f1-94dc-d90b004e497d,69974b56-ae2e-4584-bdcb-e2fa17c4267a
Content,Relax,CheckIn,Loving Kindness,"If you ever need additional support to help you cope with any stress or other emotional difficulties, type ""Help"". Chat to you later!",,,,,,,,,,,PLH - Content - Relax - CheckIn - Loving Kindness,42642986-0774-45f1-94dc-d90b004e497d,419f9079-86e6-493f-a3ce-79f474822c94
Content,Relax,CheckIn,Loving Kindness,"May I be happy.
May there be love in my family.
May I feel loved.",,,,,,,,,,,PLH - Content - Relax - CheckIn - Loving Kindness,42642986-0774-45f1-94dc-d90b004e497d,4c903f7c-cb59-4306-a9c9-235af8bf4d34
