category,subcategory,name,specification,text message,option 1,option 2,option 3,option 4,option 5,option 6,option 7,option 8,option 9,option 10,name of flow,flow id,node id
Content,Time,CheckIn,One on one time,Hi! Were you able to spend 5 minutes or more of One-on-One Time with your children today?,Yes,No,,,,,,,,,PLH - Content - Time - CheckIn - One on one time,063a49f7-fbff-47d6-8533-16030740ebbf,5f9463d3-78e3-4842-a329-c1bafbb61eb0
Content,Time,CheckIn,One on one time,"Sorry, I don't understand what you mean.",,,,,,,,,,,PLH - Content - Time - CheckIn - One on one time,063a49f7-fbff-47d6-8533-16030740ebbf,b1aaa2cc-dc43-4672-98b3-27829d2f5c4a
Content,Time,CheckIn,One on one time,That's great! How did it go?,Great,Neutral,Bad,,,,,,,,PLH - Content - Time - CheckIn - One on one time,063a49f7-fbff-47d6-8533-16030740ebbf,af61bea4-4e63-4663-b8b6-1b56419413af
Content,Time,CheckIn,One on one time,"Sorry, I don't understand what you mean.",,,,,,,,,,,PLH - Content - Time - CheckIn - One on one time,063a49f7-fbff-47d6-8533-16030740ebbf,b498ea51-f2db-4307-8309-5a57c32abe5d
Content,Time,CheckIn,One on one time,Good for you! One-on-One Time shows your children that they are important to you. It really makes a difference!,,,,,,,,,,,PLH - Content - Time - CheckIn - One on one time,063a49f7-fbff-47d6-8533-16030740ebbf,dc65aaee-322f-4d85-9b90-ab319f77c66c
Content,Time,CheckIn,One on one time,Well done! One-on-One with your children gives you a chance to learn more about your their interests and abilities. You are a star!,,,,,,,,,,,PLH - Content - Time - CheckIn - One on one time,063a49f7-fbff-47d6-8533-16030740ebbf,7225baa1-c7c8-442c-b4a7-8f5f4bd42529
Content,Time,CheckIn,One on one time,Wonderful! Spending One-on-One Time with your children may make them more willing to help out more often. You are doing great!,,,,,,,,,,,PLH - Content - Time - CheckIn - One on one time,063a49f7-fbff-47d6-8533-16030740ebbf,36cfa8c6-2be7-43d9-832c-ae84bbbb816b
Content,Time,CheckIn,One on one time,Excellent job! One-on-One Time helps build a strong positive relationship between you and your children. Try to do it every day!,,,,,,,,,,,PLH - Content - Time - CheckIn - One on one time,063a49f7-fbff-47d6-8533-16030740ebbf,332296b5-97cf-4385-b201-7e6ac1af4121
Content,Time,CheckIn,One on one time,Thank you for making the effort to show your children that they are loved and valued. You deserve a gold star!,,,,,,,,,,,PLH - Content - Time - CheckIn - One on one time,063a49f7-fbff-47d6-8533-16030740ebbf,8149abb5-ed8c-4e51-8ced-be62632765ac
Content,Time,CheckIn,One on one time,Would you like to review the content?,Yes,No,,,,,,,,,PLH - Content - Time - CheckIn - One on one time,063a49f7-fbff-47d6-8533-16030740ebbf,a317319e-600e-4653-a2cf-003ad010d9f1
